person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_income_capped,loan_amnt_capped,income_band,age_band,loan_amount_band,interest_rate_band,default_flag,high_loan_to_income_flag,previous_default_flag,high_interest_flag,loan_grade_score,home_ownership_score,loan_to_income_score,interest_rate_score,previous_default_score,employment_length_score,credit_history_score,credit_risk_score,credit_risk_level,high_risk_borrower_flag,watchlist_flag,model_priority
21,24000,RENT,1.0,PERSONAL,E,2000,18.39,1,0.08,Y,3,24000.0,2000.0,<30K,18-25,<5K,16%-20%,1,0,1,1,5,3,0,4,4,2,1,19,Very High,1,1,Priority Review
26,14400,RENT,1.0,DEBTCONSOLIDATION,D,2000,17.49,1,0.14,Y,3,14400.0,2000.0,<30K,26-35,<5K,16%-20%,1,0,1,1,4,3,1,4,4,2,1,19,Very High,1,1,Priority Review
22,24000,RENT,0.0,EDUCATION,E,1500,18.79,1,0.06,Y,3,24000.0,1500.0,<30K,18-25,<5K,16%-20%,1,0,1,1,5,3,0,4,4,2,1,19,Very High,1,1,Priority Review
22,24000,RENT,0.0,PERSONAL,E,1500,18.79,1,0.06,Y,4,24000.0,1500.0,<30K,18-25,<5K,16%-20%,1,0,1,1,5,3,0,4,4,2,1,19,Very High,1,1,Priority Review
22,42500,RENT,0.0,MEDICAL,E,1500,17.19,1,0.04,Y,4,42500.0,1500.0,30K-50K,18-25,<5K,16%-20%,1,0,1,1,5,3,0,4,4,2,1,19,Very High,1,1,Priority Review
25,30000,RENT,0.0,EDUCATION,E,1500,16.82,1,0.05,Y,3,30000.0,1500.0,<30K,18-25,<5K,16%-20%,1,0,1,1,5,3,0,4,4,2,1,19,Very High,1,1,Priority Review
23,92111,RENT,7.0,MEDICAL,F,35000,20.25,1,0.32,N,4,92111.0,29800.0,75K-100K,18-25,25K+,20%+,1,1,0,1,6,3,4,4,0,0,1,18,Very High,1,1,Priority Review
27,258000,RENT,11.0,EDUCATION,E,35000,18.64,1,0.14,Y,7,225000.0,29800.0,100K+,26-35,25K+,16%-20%,1,0,1,1,5,3,1,4,4,0,1,18,Very High,1,1,Priority Review
26,108160,RENT,4.0,EDUCATION,E,35000,18.39,1,0.32,N,4,108160.0,29800.0,100K+,26-35,25K+,16%-20%,1,1,0,1,5,3,4,4,0,1,1,18,Very High,1,1,Priority Review
33,118000,MORTGAGE,12.0,DEBTCONSOLIDATION,D,35000,17.49,1,0.3,Y,7,118000.0,29800.0,100K+,26-35,25K+,16%-20%,1,1,1,1,4,1,4,4,4,0,1,18,Very High,1,1,Priority Review
33,102000,MORTGAGE,17.0,VENTURE,E,35000,16.82,0,0.34,Y,8,102000.0,29800.0,100K+,26-35,25K+,16%-20%,0,1,1,1,5,1,4,4,4,0,0,18,Very High,1,1,Priority Review
22,107000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,35000,16.49,1,0.33,Y,3,107000.0,29800.0,100K+,18-25,25K+,16%-20%,1,1,1,1,4,1,4,4,4,0,1,18,Very High,1,1,Priority Review
28,108800,MORTGAGE,3.0,MEDICAL,E,35000,16.4,1,0.27,Y,7,108800.0,29800.0,100K+,26-35,25K+,16%-20%,1,0,1,1,5,1,2,4,4,1,1,18,Very High,1,1,Priority Review
26,62050,RENT,6.0,MEDICAL,E,30000,17.99,1,0.41,N,2,62050.0,29800.0,50K-75K,26-35,25K+,16%-20%,1,1,0,1,5,3,4,4,0,0,2,18,Very High,1,1,Priority Review
23,102000,OWN,0.0,MEDICAL,D,30000,16.77,0,0.29,Y,2,102000.0,29800.0,100K+,18-25,25K+,16%-20%,0,0,1,1,4,0,2,4,4,2,2,18,Very High,1,1,Priority Review
24,64000,RENT,8.0,DEBTCONSOLIDATION,D,30000,14.54,1,0.47,Y,3,64000.0,29800.0,50K-75K,18-25,25K+,12%-16%,1,1,1,0,4,3,4,2,4,0,1,18,Very High,1,1,Priority Review
40,56448,RENT,3.0,HOMEIMPROVEMENT,F,28000,18.62,1,0.5,N,14,56448.0,28000.0,50K-75K,36-45,25K+,16%-20%,1,1,0,1,6,3,4,4,0,1,0,18,Very High,1,1,Priority Review
42,82000,MORTGAGE,13.0,HOMEIMPROVEMENT,E,26800,16.82,0,0.33,Y,15,82000.0,26800.0,75K-100K,36-45,25K+,16%-20%,0,1,1,1,5,1,4,4,4,0,0,18,Very High,1,1,Priority Review
29,52800,MORTGAGE,7.0,EDUCATION,D,25475,16.29,0,0.48,Y,7,52800.0,25475.0,50K-75K,26-35,25K+,16%-20%,0,1,1,1,4,1,4,4,4,0,1,18,Very High,1,1,Priority Review
29,218000,MORTGAGE,1.0,DEBTCONSOLIDATION,F,25000,19.04,1,0.11,Y,9,218000.0,25000.0,100K+,26-35,15K-25K,16%-20%,1,0,1,1,6,1,1,4,4,2,0,18,Very High,1,1,Priority Review
26,48000,RENT,5.0,DEBTCONSOLIDATION,F,25000,18.43,1,0.52,N,3,48000.0,25000.0,30K-50K,26-35,15K-25K,16%-20%,1,1,0,1,6,3,4,4,0,0,1,18,Very High,1,1,Priority Review
22,84500,RENT,6.0,PERSONAL,F,25000,18.3,0,0.3,N,4,84500.0,25000.0,75K-100K,18-25,15K-25K,16%-20%,0,1,0,1,6,3,4,4,0,0,1,18,Very High,1,1,Priority Review
24,92000,MORTGAGE,9.0,PERSONAL,E,25000,17.93,0,0.27,Y,2,92000.0,25000.0,75K-100K,18-25,15K-25K,16%-20%,0,0,1,1,5,1,2,4,4,0,2,18,Very High,1,1,Priority Review
25,80400,MORTGAGE,10.0,VENTURE,D,25000,17.49,0,0.31,Y,4,80400.0,25000.0,75K-100K,18-25,15K-25K,16%-20%,0,1,1,1,4,1,4,4,4,0,1,18,Very High,1,1,Priority Review
25,54000,RENT,3.0,HOMEIMPROVEMENT,E,25000,16.82,1,0.46,N,4,54000.0,25000.0,50K-75K,18-25,15K-25K,16%-20%,1,1,0,1,5,3,4,4,0,1,1,18,Very High,1,1,Priority Review
23,107280,MORTGAGE,4.0,EDUCATION,E,25000,16.45,0,0.23,Y,4,107280.0,25000.0,100K+,18-25,15K-25K,16%-20%,0,0,1,1,5,1,2,4,4,1,1,18,Very High,1,1,Priority Review
25,144996,MORTGAGE,2.0,EDUCATION,E,25000,16.35,0,0.17,Y,2,144996.0,25000.0,100K+,18-25,15K-25K,16%-20%,0,0,1,1,5,1,1,4,4,1,2,18,Very High,1,1,Priority Review
31,143000,RENT,4.0,VENTURE,D,25000,16.07,0,0.17,Y,7,143000.0,25000.0,100K+,26-35,15K-25K,16%-20%,0,0,1,1,4,3,1,4,4,1,1,18,Very High,1,1,Priority Review
33,72250,MORTGAGE,0.0,MEDICAL,D,25000,16.0,1,0.29,Y,5,72250.0,25000.0,50K-75K,26-35,15K-25K,12%-16%,1,0,1,1,4,1,2,4,4,2,1,18,Very High,1,1,Priority Review
32,69996,RENT,4.0,VENTURE,D,25000,15.95,1,0.36,Y,10,69996.0,25000.0,50K-75K,26-35,15K-25K,12%-16%,1,1,1,0,4,3,4,2,4,1,0,18,Very High,1,1,Priority Review
29,68872,RENT,2.0,PERSONAL,D,25000,15.95,1,0.36,Y,10,68872.0,25000.0,50K-75K,26-35,15K-25K,12%-16%,1,1,1,0,4,3,4,2,4,1,0,18,Very High,1,1,Priority Review
27,47000,RENT,3.0,VENTURE,D,25000,15.7,1,0.53,Y,10,47000.0,25000.0,30K-50K,26-35,15K-25K,12%-16%,1,1,1,0,4,3,4,2,4,1,0,18,Very High,1,1,Priority Review
25,96000,RENT,2.0,HOMEIMPROVEMENT,E,25000,15.68,1,0.26,Y,4,96000.0,25000.0,75K-100K,18-25,15K-25K,12%-16%,1,0,1,0,5,3,2,2,4,1,1,18,Very High,1,1,Priority Review
30,54383,RENT,5.0,HOMEIMPROVEMENT,D,25000,15.65,1,0.46,Y,7,54383.0,25000.0,50K-75K,26-35,15K-25K,12%-16%,1,1,1,0,4,3,4,2,4,0,1,18,Very High,1,1,Priority Review
30,65000,MORTGAGE,1.0,PERSONAL,D,25000,15.65,0,0.38,Y,5,65000.0,25000.0,50K-75K,26-35,15K-25K,12%-16%,0,1,1,0,4,1,4,2,4,2,1,18,Very High,1,1,Priority Review
23,78000,MORTGAGE,0.0,VENTURE,D,25000,15.58,0,0.32,Y,3,78000.0,25000.0,75K-100K,18-25,15K-25K,12%-16%,0,1,1,0,4,1,4,2,4,2,1,18,Very High,1,1,Priority Review
26,74004,RENT,10.0,DEBTCONSOLIDATION,D,25000,15.31,1,0.34,Y,4,74004.0,25000.0,50K-75K,26-35,15K-25K,12%-16%,1,1,1,0,4,3,4,2,4,0,1,18,Very High,1,1,Priority Review
30,78000,RENT,4.0,HOMEIMPROVEMENT,D,25000,15.31,1,0.32,Y,9,78000.0,25000.0,75K-100K,26-35,15K-25K,12%-16%,1,1,1,0,4,3,4,2,4,1,0,18,Very High,1,1,Priority Review
24,79000,RENT,9.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.32,Y,4,79000.0,25000.0,75K-100K,18-25,15K-25K,12%-16%,1,1,1,0,4,3,4,2,4,0,1,18,Very High,1,1,Priority Review
28,108000,RENT,0.0,EDUCATION,D,25000,14.61,1,0.23,Y,6,108000.0,25000.0,100K+,26-35,15K-25K,12%-16%,1,0,1,0,4,3,2,2,4,2,1,18,Very High,1,1,Priority Review
24,158004,RENT,0.0,HOMEIMPROVEMENT,D,25000,14.59,1,0.16,Y,2,158004.0,25000.0,100K+,18-25,15K-25K,12%-16%,1,0,1,0,4,3,1,2,4,2,2,18,Very High,1,1,Priority Review
24,68000,RENT,5.0,PERSONAL,D,25000,14.09,1,0.37,Y,3,68000.0,25000.0,50K-75K,18-25,15K-25K,12%-16%,1,1,1,0,4,3,4,2,4,0,1,18,Very High,1,1,Priority Review
30,69000,RENT,6.0,EDUCATION,D,25000,14.09,1,0.36,Y,5,69000.0,25000.0,50K-75K,26-35,15K-25K,12%-16%,1,1,1,0,4,3,4,2,4,0,1,18,Very High,1,1,Priority Review
26,58000,MORTGAGE,1.0,MEDICAL,D,25000,13.55,1,0.43,Y,4,58000.0,25000.0,50K-75K,26-35,15K-25K,12%-16%,1,1,1,0,4,1,4,2,4,2,1,18,Very High,1,1,Priority Review
24,83000,RENT,5.0,PERSONAL,D,25000,12.92,0,0.3,Y,3,83000.0,25000.0,75K-100K,18-25,15K-25K,12%-16%,0,1,1,0,4,3,4,2,4,0,1,18,Very High,1,1,Priority Review
23,300000,OWN,1.0,EDUCATION,F,24250,19.41,0,0.08,Y,2,225000.0,24250.0,100K+,18-25,15K-25K,16%-20%,0,0,1,1,6,0,0,4,4,2,2,18,Very High,1,1,Priority Review
29,126000,RENT,10.0,HOMEIMPROVEMENT,E,24250,16.7,0,0.19,Y,7,126000.0,24250.0,100K+,26-35,15K-25K,16%-20%,0,0,1,1,5,3,1,4,4,0,1,18,Very High,1,1,Priority Review
22,108000,RENT,1.0,HOMEIMPROVEMENT,D,24150,14.96,1,0.22,Y,3,108000.0,24150.0,100K+,18-25,15K-25K,12%-16%,1,0,1,0,4,3,2,2,4,2,1,18,Very High,1,1,Priority Review
27,107450,MORTGAGE,11.0,PERSONAL,G,24000,20.86,1,0.22,Y,10,107450.0,24000.0,100K+,26-35,15K-25K,20%+,1,0,1,1,7,1,2,4,4,0,0,18,Very High,1,1,Priority Review
22,107000,MORTGAGE,6.0,HOMEIMPROVEMENT,E,24000,19.69,1,0.22,Y,2,107000.0,24000.0,100K+,18-25,15K-25K,16%-20%,1,0,1,1,5,1,2,4,4,0,2,18,Very High,1,1,Priority Review
26,148000,RENT,1.0,EDUCATION,F,24000,18.3,1,0.16,N,2,148000.0,24000.0,100K+,26-35,15K-25K,16%-20%,1,0,0,1,6,3,1,4,0,2,2,18,Very High,1,1,Priority Review
22,49000,RENT,2.0,MEDICAL,E,24000,17.56,1,0.49,N,4,49000.0,24000.0,30K-50K,18-25,15K-25K,16%-20%,1,1,0,1,5,3,4,4,0,1,1,18,Very High,1,1,Priority Review
31,59712,RENT,0.0,DEBTCONSOLIDATION,E,24000,17.43,1,0.4,N,9,59712.0,24000.0,50K-75K,26-35,15K-25K,16%-20%,1,1,0,1,5,3,4,4,0,2,0,18,Very High,1,1,Priority Review
25,85584,MORTGAGE,10.0,DEBTCONSOLIDATION,E,24000,17.19,1,0.28,Y,2,85584.0,24000.0,75K-100K,18-25,15K-25K,16%-20%,1,0,1,1,5,1,2,4,4,0,2,18,Very High,1,1,Priority Review
24,124080,RENT,4.0,PERSONAL,D,24000,16.49,0,0.19,Y,4,124080.0,24000.0,100K+,18-25,15K-25K,16%-20%,0,0,1,1,4,3,1,4,4,1,1,18,Very High,1,1,Priority Review
31,93900,MORTGAGE,13.0,VENTURE,F,24000,16.08,1,0.26,Y,6,93900.0,24000.0,75K-100K,26-35,15K-25K,16%-20%,1,0,1,1,6,1,2,4,4,0,1,18,Very High,1,1,Priority Review
23,138000,RENT,7.0,DEBTCONSOLIDATION,D,24000,16.0,1,0.17,Y,2,138000.0,24000.0,100K+,18-25,15K-25K,12%-16%,1,0,1,1,4,3,1,4,4,0,2,18,Very High,1,1,Priority Review
26,69000,RENT,0.0,DEBTCONSOLIDATION,F,24000,15.83,1,0.35,N,3,69000.0,24000.0,50K-75K,26-35,15K-25K,12%-16%,1,1,0,0,6,3,4,2,0,2,1,18,Very High,1,1,Priority Review
35,80000,RENT,1.0,PERSONAL,C,24000,13.92,0,0.3,Y,5,80000.0,24000.0,75K-100K,26-35,15K-25K,12%-16%,0,1,1,0,2,3,4,2,4,2,1,18,Very High,1,1,Priority Review
22,54000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,22750,15.31,1,0.42,Y,2,54000.0,22750.0,50K-75K,18-25,15K-25K,12%-16%,1,1,1,0,4,1,4,2,4,1,2,18,Very High,1,1,Priority Review
28,46500,RENT,2.0,EDUCATION,D,22500,14.96,1,0.48,Y,9,46500.0,22500.0,30K-50K,26-35,15K-25K,12%-16%,1,1,1,0,4,3,4,2,4,1,0,18,Very High,1,1,Priority Review
28,123000,OWN,0.0,DEBTCONSOLIDATION,G,22000,20.86,1,0.18,Y,8,123000.0,22000.0,100K+,26-35,15K-25K,20%+,1,0,1,1,7,0,1,4,4,2,0,18,Very High,1,1,Priority Review
34,70000,MORTGAGE,6.0,EDUCATION,E,22000,19.91,0,0.31,Y,8,70000.0,22000.0,50K-75K,26-35,15K-25K,16%-20%,0,1,1,1,5,1,4,4,4,0,0,18,Very High,1,1,Priority Review
50,58800,MORTGAGE,12.0,MEDICAL,E,22000,17.74,1,0.37,Y,13,58800.0,22000.0,50K-75K,46-60,15K-25K,16%-20%,1,1,1,1,5,1,4,4,4,0,0,18,Very High,1,1,Priority Review
27,72000,MORTGAGE,9.0,PERSONAL,D,22000,17.58,0,0.31,Y,6,72000.0,22000.0,50K-75K,26-35,15K-25K,16%-20%,0,1,1,1,4,1,4,4,4,0,1,18,Very High,1,1,Priority Review
25,82000,RENT,1.0,EDUCATION,E,22000,17.51,1,0.27,N,2,82000.0,22000.0,75K-100K,18-25,15K-25K,16%-20%,1,0,0,1,5,3,2,4,0,2,2,18,Very High,1,1,Priority Review
24,60000,RENT,3.0,VENTURE,C,22000,14.26,1,0.37,Y,2,60000.0,22000.0,50K-75K,18-25,15K-25K,12%-16%,1,1,1,0,2,3,4,2,4,1,2,18,Very High,1,1,Priority Review
27,65000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,22000,14.09,0,0.34,Y,6,65000.0,22000.0,50K-75K,26-35,15K-25K,12%-16%,0,1,1,0,4,1,4,2,4,2,1,18,Very High,1,1,Priority Review
31,120000,RENT,7.0,HOMEIMPROVEMENT,E,21600,19.03,0,0.18,Y,5,120000.0,21600.0,100K+,26-35,15K-25K,16%-20%,0,0,1,1,5,3,1,4,4,0,1,18,Very High,1,1,Priority Review
23,90100,MORTGAGE,7.0,MEDICAL,E,21600,16.82,1,0.2,Y,2,90100.0,21600.0,75K-100K,18-25,15K-25K,16%-20%,1,0,1,1,5,1,2,4,4,0,2,18,Very High,1,1,Priority Review
24,56000,RENT,8.0,VENTURE,D,21250,15.95,1,0.38,Y,3,56000.0,21250.0,50K-75K,18-25,15K-25K,12%-16%,1,1,1,0,4,3,4,2,4,0,1,18,Very High,1,1,Priority Review
28,100511,RENT,1.0,DEBTCONSOLIDATION,D,21000,15.31,1,0.21,Y,5,100511.0,21000.0,100K+,26-35,15K-25K,12%-16%,1,0,1,0,4,3,2,2,4,2,1,18,Very High,1,1,Priority Review
36,59000,RENT,2.0,MEDICAL,D,21000,14.11,1,0.36,Y,16,59000.0,21000.0,50K-75K,36-45,15K-25K,12%-16%,1,1,1,0,4,3,4,2,4,1,0,18,Very High,1,1,Priority Review
50,44000,RENT,14.0,MEDICAL,G,20000,20.4,1,0.45,N,11,44000.0,20000.0,30K-50K,46-60,15K-25K,20%+,1,1,0,1,7,3,4,4,0,0,0,18,Very High,1,1,Priority Review
29,54000,OWN,11.0,MEDICAL,E,20000,18.79,1,0.37,Y,5,54000.0,20000.0,50K-75K,26-35,15K-25K,16%-20%,1,1,1,1,5,0,4,4,4,0,1,18,Very High,1,1,Priority Review
28,56000,RENT,7.0,EDUCATION,F,20000,18.25,1,0.36,N,6,56000.0,20000.0,50K-75K,26-35,15K-25K,16%-20%,1,1,0,1,6,3,4,4,0,0,1,18,Very High,1,1,Priority Review
26,120000,MORTGAGE,1.0,HOMEIMPROVEMENT,E,20000,17.74,0,0.17,Y,3,120000.0,20000.0,100K+,26-35,15K-25K,16%-20%,0,0,1,1,5,1,1,4,4,2,1,18,Very High,1,1,Priority Review
34,135000,RENT,6.0,VENTURE,E,20000,17.74,0,0.15,Y,5,135000.0,20000.0,100K+,26-35,15K-25K,16%-20%,0,0,1,1,5,3,1,4,4,0,1,18,Very High,1,1,Priority Review
31,96000,RENT,5.0,VENTURE,E,20000,17.19,0,0.21,Y,8,96000.0,20000.0,75K-100K,26-35,15K-25K,16%-20%,0,0,1,1,5,3,2,4,4,0,0,18,Very High,1,1,Priority Review
23,57000,RENT,3.0,EDUCATION,D,20000,16.89,1,0.35,N,2,57000.0,20000.0,50K-75K,18-25,15K-25K,16%-20%,1,1,0,1,4,3,4,4,0,1,2,18,Very High,1,1,Priority Review
23,79000,RENT,5.0,EDUCATION,D,20000,16.89,0,0.25,Y,4,79000.0,20000.0,75K-100K,18-25,15K-25K,16%-20%,0,0,1,1,4,3,2,4,4,0,1,18,Very High,1,1,Priority Review
24,45000,RENT,8.0,MEDICAL,E,20000,16.82,1,0.44,N,2,45000.0,20000.0,30K-50K,18-25,15K-25K,16%-20%,1,1,0,1,5,3,4,4,0,0,2,18,Very High,1,1,Priority Review
37,65000,RENT,4.0,HOMEIMPROVEMENT,F,20000,16.71,1,0.31,N,17,65000.0,20000.0,50K-75K,36-45,15K-25K,16%-20%,1,1,0,1,6,3,4,4,0,1,0,18,Very High,1,1,Priority Review
24,54000,RENT,2.0,VENTURE,D,20000,16.49,1,0.37,N,2,54000.0,20000.0,50K-75K,18-25,15K-25K,16%-20%,1,1,0,1,4,3,4,4,0,1,2,18,Very High,1,1,Priority Review
29,76000,MORTGAGE,13.0,HOMEIMPROVEMENT,F,20000,16.08,1,0.26,Y,6,76000.0,20000.0,75K-100K,26-35,15K-25K,16%-20%,1,0,1,1,6,1,2,4,4,0,1,18,Very High,1,1,Priority Review
27,83300,RENT,11.0,MEDICAL,D,20000,16.0,1,0.2,Y,5,83300.0,20000.0,75K-100K,26-35,15K-25K,12%-16%,1,0,1,1,4,3,2,4,4,0,1,18,Very High,1,1,Priority Review
25,74004,RENT,2.0,PERSONAL,E,20000,15.95,1,0.27,Y,4,74004.0,20000.0,50K-75K,18-25,15K-25K,12%-16%,1,0,1,0,5,3,2,2,4,1,1,18,Very High,1,1,Priority Review
28,51500,RENT,2.0,DEBTCONSOLIDATION,D,20000,15.65,1,0.39,Y,8,51500.0,20000.0,50K-75K,26-35,15K-25K,12%-16%,1,1,1,0,4,3,4,2,4,1,0,18,Very High,1,1,Priority Review
52,65004,RENT,4.0,PERSONAL,D,20000,15.58,1,0.31,Y,19,65004.0,20000.0,50K-75K,46-60,15K-25K,12%-16%,1,1,1,0,4,3,4,2,4,1,0,18,Very High,1,1,Priority Review
24,49000,MORTGAGE,2.0,VENTURE,E,20000,15.57,0,0.41,Y,4,49000.0,20000.0,30K-50K,18-25,15K-25K,12%-16%,0,1,1,0,5,1,4,2,4,1,1,18,Very High,1,1,Priority Review
29,51996,RENT,13.0,VENTURE,D,20000,15.31,1,0.38,Y,5,51996.0,20000.0,50K-75K,26-35,15K-25K,12%-16%,1,1,1,0,4,3,4,2,4,0,1,18,Very High,1,1,Priority Review
25,62393,OTHER,0.0,MEDICAL,D,20000,15.05,1,0.27,Y,3,62393.0,20000.0,50K-75K,18-25,15K-25K,12%-16%,1,0,1,0,4,3,2,2,4,2,1,18,Very High,1,1,Priority Review
31,73000,RENT,1.0,HOMEIMPROVEMENT,D,20000,15.05,1,0.27,Y,5,73000.0,20000.0,50K-75K,26-35,15K-25K,12%-16%,1,0,1,0,4,3,2,2,4,2,1,18,Very High,1,1,Priority Review
23,54000,RENT,6.0,DEBTCONSOLIDATION,D,20000,14.84,1,0.37,Y,3,54000.0,20000.0,50K-75K,18-25,15K-25K,12%-16%,1,1,1,0,4,3,4,2,4,0,1,18,Very High,1,1,Priority Review
30,54000,RENT,4.0,DEBTCONSOLIDATION,D,20000,14.84,1,0.37,Y,9,54000.0,20000.0,50K-75K,26-35,15K-25K,12%-16%,1,1,1,0,4,3,4,2,4,1,0,18,Very High,1,1,Priority Review
28,63000,RENT,4.0,VENTURE,D,20000,14.61,1,0.32,Y,9,63000.0,20000.0,50K-75K,26-35,15K-25K,12%-16%,1,1,1,0,4,3,4,2,4,1,0,18,Very High,1,1,Priority Review
40,45996,RENT,4.0,DEBTCONSOLIDATION,D,20000,14.61,1,0.43,Y,13,45996.0,20000.0,30K-50K,36-45,15K-25K,12%-16%,1,1,1,0,4,3,4,2,4,1,0,18,Very High,1,1,Priority Review
28,56100,RENT,9.0,MEDICAL,D,20000,14.59,1,0.3,Y,5,56100.0,20000.0,50K-75K,26-35,15K-25K,12%-16%,1,1,1,0,4,3,4,2,4,0,1,18,Very High,1,1,Priority Review
22,45000,RENT,1.0,DEBTCONSOLIDATION,C,20000,13.92,1,0.44,Y,3,45000.0,20000.0,30K-50K,18-25,15K-25K,12%-16%,1,1,1,0,2,3,4,2,4,2,1,18,Very High,1,1,Priority Review
33,71000,RENT,17.0,HOMEIMPROVEMENT,D,19600,16.07,1,0.28,Y,6,71000.0,19600.0,50K-75K,26-35,15K-25K,16%-20%,1,0,1,1,4,3,2,4,4,0,1,18,Very High,1,1,Priority Review
22,52650,MORTGAGE,1.0,DEBTCONSOLIDATION,F,19200,17.26,1,0.36,N,4,52650.0,19200.0,50K-75K,18-25,15K-25K,16%-20%,1,1,0,1,6,1,4,4,0,2,1,18,Very High,1,1,Priority Review
38,48384,RENT,4.0,MEDICAL,D,19000,14.96,1,0.39,Y,16,48384.0,19000.0,30K-50K,36-45,15K-25K,12%-16%,1,1,1,0,4,3,4,2,4,1,0,18,Very High,1,1,Priority Review
25,72000,MORTGAGE,9.0,PERSONAL,F,18000,20.89,0,0.25,Y,4,72000.0,18000.0,50K-75K,18-25,15K-25K,20%+,0,0,1,1,6,1,2,4,4,0,1,18,Very High,1,1,Priority Review
21,52240,RENT,5.0,MEDICAL,E,18000,19.69,1,0.34,N,2,52240.0,18000.0,50K-75K,18-25,15K-25K,16%-20%,1,1,0,1,5,3,4,4,0,0,2,18,Very High,1,1,Priority Review
24,180000,RENT,8.0,EDUCATION,E,18000,18.64,0,0.1,Y,4,180000.0,18000.0,100K+,18-25,15K-25K,16%-20%,0,0,1,1,5,3,1,4,4,0,1,18,Very High,1,1,Priority Review
25,39000,RENT,3.0,MEDICAL,E,18000,17.19,1,0.46,N,3,39000.0,18000.0,30K-50K,18-25,15K-25K,16%-20%,1,1,0,1,5,3,4,4,0,1,1,18,Very High,1,1,Priority Review
25,72000,OWN,3.0,HOMEIMPROVEMENT,E,18000,16.82,0,0.25,Y,2,72000.0,18000.0,50K-75K,18-25,15K-25K,16%-20%,0,0,1,1,5,0,2,4,4,1,2,18,Very High,1,1,Priority Review
33,103000,RENT,17.0,PERSONAL,E,18000,16.82,0,0.17,Y,6,103000.0,18000.0,100K+,26-35,15K-25K,16%-20%,0,0,1,1,5,3,1,4,4,0,1,18,Very High,1,1,Priority Review
26,59000,RENT,2.0,VENTURE,E,18000,16.0,1,0.31,N,4,59000.0,18000.0,50K-75K,26-35,15K-25K,12%-16%,1,1,0,1,5,3,4,4,0,1,1,18,Very High,1,1,Priority Review
24,42000,RENT,8.0,HOMEIMPROVEMENT,D,18000,14.46,1,0.43,Y,3,42000.0,18000.0,30K-50K,18-25,15K-25K,12%-16%,1,1,1,0,4,3,4,2,4,0,1,18,Very High,1,1,Priority Review
22,52000,RENT,1.0,VENTURE,C,18000,13.85,1,0.35,Y,4,52000.0,18000.0,50K-75K,18-25,15K-25K,12%-16%,1,1,1,0,2,3,4,2,4,2,1,18,Very High,1,1,Priority Review
27,78000,RENT,6.0,DEBTCONSOLIDATION,D,17200,17.49,1,0.22,Y,7,78000.0,17200.0,75K-100K,26-35,15K-25K,16%-20%,1,0,1,1,4,3,2,4,4,0,1,18,Very High,1,1,Priority Review
33,60000,MORTGAGE,1.0,VENTURE,D,17000,16.07,0,0.28,Y,5,60000.0,17000.0,50K-75K,26-35,15K-25K,16%-20%,0,0,1,1,4,1,2,4,4,2,1,18,Very High,1,1,Priority Review
24,74000,RENT,1.0,HOMEIMPROVEMENT,D,16800,15.65,1,0.23,Y,3,74000.0,16800.0,50K-75K,18-25,15K-25K,12%-16%,1,0,1,0,4,3,2,2,4,2,1,18,Very High,1,1,Priority Review
26,42000,RENT,0.0,HOMEIMPROVEMENT,D,16750,17.58,1,0.4,N,3,42000.0,16750.0,30K-50K,26-35,15K-25K,16%-20%,1,1,0,1,4,3,4,4,0,2,1,18,Very High,1,1,Priority Review
25,56000,RENT,0.0,HOMEIMPROVEMENT,D,16500,12.8,1,0.29,Y,3,56000.0,16500.0,50K-75K,18-25,15K-25K,12%-16%,1,0,1,0,4,3,2,2,4,2,1,18,Very High,1,1,Priority Review
28,50000,RENT,1.0,MEDICAL,C,16200,13.99,1,0.32,Y,5,50000.0,16200.0,30K-50K,26-35,15K-25K,12%-16%,1,1,1,0,2,3,4,2,4,2,1,18,Very High,1,1,Priority Review
28,50000,RENT,1.0,HOMEIMPROVEMENT,C,16200,13.99,1,0.32,Y,6,50000.0,16200.0,30K-50K,26-35,15K-25K,12%-16%,1,1,1,0,2,3,4,2,4,2,1,18,Very High,1,1,Priority Review
24,39000,RENT,2.0,DEBTCONSOLIDATION,E,16000,19.91,1,0.41,N,3,39000.0,16000.0,30K-50K,18-25,15K-25K,16%-20%,1,1,0,1,5,3,4,4,0,1,1,18,Very High,1,1,Priority Review
24,58575,RENT,2.0,MEDICAL,F,16000,19.47,1,0.27,N,2,58575.0,16000.0,50K-75K,18-25,15K-25K,16%-20%,1,0,0,1,6,3,2,4,0,1,2,18,Very High,1,1,Priority Review
31,73100,MORTGAGE,0.0,MEDICAL,E,16000,16.82,1,0.19,Y,6,73100.0,16000.0,50K-75K,26-35,15K-25K,16%-20%,1,0,1,1,5,1,1,4,4,2,1,18,Very High,1,1,Priority Review
30,50000,RENT,4.0,HOMEIMPROVEMENT,E,16000,16.77,1,0.32,N,5,50000.0,16000.0,30K-50K,26-35,15K-25K,16%-20%,1,1,0,1,5,3,4,4,0,1,1,18,Very High,1,1,Priority Review
