person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_income_capped,loan_amnt_capped,income_band,age_band,loan_amount_band,interest_rate_band,default_flag,high_loan_to_income_flag,previous_default_flag,high_interest_flag
23,50400,OWN,7.0,EDUCATION,D,7000,15.99,0,0.14,N,2,50400.0,7000.0,50k-75k,18-25,5k-10k,12%-16%,0,0,0,0
23,50400,MORTGAGE,7.0,EDUCATION,B,2500,10.99,0,0.05,N,4,50400.0,2500.0,50k-75k,18-25,<5k,8%-12%,0,0,0,0
23,50400,MORTGAGE,4.0,VENTURE,A,11200,7.42,0,0.22,N,3,50400.0,11200.0,50k-75k,18-25,10k-15k,<8%,0,0,0,0
25,90000,RENT,4.0,HOMEIMPROVEMENT,A,6000,7.88,0,0.07,N,3,90000.0,6000.0,75k-100k,18-25,5k-10k,<8%,0,0,0,0
23,90000,RENT,3.0,PERSONAL,B,6000,10.25,0,0.07,N,3,90000.0,6000.0,75k-100k,18-25,5k-10k,8%-12%,0,0,0,0
24,79650,RENT,4.0,PERSONAL,E,6000,16.35,1,0.08,Y,3,79650.0,6000.0,75k-100k,18-25,5k-10k,16%-20%,1,0,1,1
23,92000,RENT,4.0,VENTURE,B,6000,12.42,0,0.07,N,3,92000.0,6000.0,75k-100k,18-25,5k-10k,12%-16%,0,0,0,0
26,81000,RENT,10.0,PERSONAL,A,6000,7.51,1,0.07,N,2,81000.0,6000.0,75k-100k,26-35,5k-10k,<8%,1,0,0,0
25,50400,MORTGAGE,5.0,HOMEIMPROVEMENT,B,12000,9.62,0,0.24,N,4,50400.0,12000.0,50k-75k,18-25,10k-15k,8%-12%,0,0,0,0
22,50400,MORTGAGE,6.0,EDUCATION,D,12000,14.09,0,0.24,N,2,50400.0,12000.0,50k-75k,18-25,10k-15k,12%-16%,0,0,0,0
25,50400,MORTGAGE,4.0,HOMEIMPROVEMENT,A,6000,7.14,0,0.12,N,4,50400.0,6000.0,50k-75k,18-25,5k-10k,<8%,0,0,0,0
26,95000,RENT,0.0,MEDICAL,B,6000,10.99,0,0.06,N,2,95000.0,6000.0,75k-100k,26-35,5k-10k,8%-12%,0,0,0,0
24,95000,RENT,3.0,HOMEIMPROVEMENT,B,6000,10.99,0,0.06,N,4,95000.0,6000.0,75k-100k,18-25,5k-10k,8%-12%,0,0,0,0
25,50400,OWN,0.0,HOMEIMPROVEMENT,D,6000,14.59,0,0.12,N,2,50400.0,6000.0,50k-75k,18-25,5k-10k,12%-16%,0,0,0,0
26,50400,OWN,0.0,VENTURE,B,6725,10.62,0,0.13,N,4,50400.0,6725.0,50k-75k,26-35,5k-10k,8%-12%,0,0,0,0
25,96000,RENT,0.0,HOMEIMPROVEMENT,A,6000,6.99,0,0.06,N,4,96000.0,6000.0,75k-100k,18-25,5k-10k,<8%,0,0,0,0
24,96500,RENT,0.0,DEBTCONSOLIDATION,A,6000,7.66,0,0.06,N,2,96500.0,6000.0,75k-100k,18-25,5k-10k,<8%,0,0,0,0
26,98000,RENT,8.0,DEBTCONSOLIDATION,B,6000,10.99,0,0.06,N,3,98000.0,6000.0,75k-100k,26-35,5k-10k,8%-12%,0,0,0,0
25,100000,RENT,0.0,PERSONAL,A,6000,5.42,0,0.06,N,4,100000.0,6000.0,75k-100k,18-25,5k-10k,<8%,0,0,0,0
21,50460,OWN,4.0,VENTURE,C,6000,13.49,0,0.12,N,3,50460.0,6000.0,50k-75k,18-25,5k-10k,12%-16%,0,0,0,0
24,50496,MORTGAGE,3.0,PERSONAL,B,3000,11.99,0,0.06,N,3,50496.0,3000.0,50k-75k,18-25,<5k,8%-12%,0,0,0,0
22,100000,RENT,6.0,EDUCATION,B,6000,11.99,0,0.06,N,4,100000.0,6000.0,75k-100k,18-25,5k-10k,8%-12%,0,0,0,0
22,100000,RENT,3.0,EDUCATION,C,6000,12.98,0,0.06,Y,2,100000.0,6000.0,75k-100k,18-25,5k-10k,12%-16%,0,0,1,0
25,100000,RENT,9.0,PERSONAL,D,6000,14.42,0,0.06,Y,3,100000.0,6000.0,75k-100k,18-25,5k-10k,12%-16%,0,0,1,0
26,92000,RENT,0.0,VENTURE,D,6000,15.58,1,0.07,N,3,92000.0,6000.0,75k-100k,26-35,5k-10k,12%-16%,1,0,0,0
22,105000,RENT,4.0,VENTURE,B,6000,9.99,0,0.06,N,2,105000.0,6000.0,100k+,18-25,5k-10k,8%-12%,0,0,0,0
22,50500,OWN,6.0,VENTURE,B,6000,11.83,0,0.12,N,2,50500.0,6000.0,50k-75k,18-25,5k-10k,8%-12%,0,0,0,0
22,93000,RENT,6.0,HOMEIMPROVEMENT,A,6000,8.94,1,0.06,N,4,93000.0,6000.0,75k-100k,18-25,5k-10k,8%-12%,1,0,0,0
22,105500,RENT,6.0,EDUCATION,B,6000,11.99,0,0.06,N,4,105500.0,6000.0,100k+,18-25,5k-10k,8%-12%,0,0,0,0
23,95000,RENT,7.0,DEBTCONSOLIDATION,D,6000,16.49,1,0.06,N,4,95000.0,6000.0,75k-100k,18-25,5k-10k,16%-20%,1,0,0,1
23,50508,OWN,8.0,PERSONAL,B,7500,10.83,0,0.15,N,4,50508.0,7500.0,50k-75k,18-25,5k-10k,8%-12%,0,0,0,0
24,110000,RENT,0.0,PERSONAL,B,6000,10.99,0,0.05,N,4,110000.0,6000.0,100k+,18-25,5k-10k,8%-12%,0,0,0,0
25,50600,OWN,3.0,PERSONAL,A,3000,7.51,0,0.06,N,2,50600.0,3000.0,50k-75k,18-25,<5k,<8%,0,0,0,0
26,50648,MORTGAGE,8.0,PERSONAL,A,8000,6.76,0,0.16,N,4,50648.0,8000.0,50k-75k,26-35,5k-10k,<8%,0,0,0,0
24,50700,MORTGAGE,8.0,EDUCATION,A,4500,8.9,0,0.09,N,4,50700.0,4500.0,50k-75k,18-25,<5k,8%-12%,0,0,0,0
24,120000,RENT,0.0,PERSONAL,B,6000,10.99,0,0.05,N,3,120000.0,6000.0,100k+,18-25,5k-10k,8%-12%,0,0,0,0
26,120000,RENT,10.0,VENTURE,B,6000,9.88,0,0.05,N,2,120000.0,6000.0,100k+,26-35,5k-10k,8%-12%,0,0,0,0
26,125000,RENT,3.0,EDUCATION,B,6000,12.53,0,0.05,N,2,125000.0,6000.0,100k+,26-35,5k-10k,12%-16%,0,0,0,0
26,140000,RENT,2.0,DEBTCONSOLIDATION,B,6000,11.36,0,0.04,N,4,140000.0,6000.0,100k+,26-35,5k-10k,8%-12%,0,0,0,0
25,150000,RENT,3.0,HOMEIMPROVEMENT,C,6000,13.48,0,0.04,N,2,150000.0,6000.0,100k+,18-25,5k-10k,12%-16%,0,0,0,0
22,50750,MORTGAGE,2.0,MEDICAL,B,10000,9.63,0,0.2,N,4,50750.0,10000.0,50k-75k,18-25,5k-10k,8%-12%,0,0,0,0
26,38000,RENT,0.0,DEBTCONSOLIDATION,B,6025,10.99,0,0.16,N,3,38000.0,6025.0,30k-50k,26-35,5k-10k,8%-12%,0,0,0,0
23,42000,RENT,7.0,EDUCATION,B,6025,9.63,0,0.14,N,4,42000.0,6025.0,30k-50k,18-25,5k-10k,8%-12%,0,0,0,0
22,50900,MORTGAGE,6.0,DEBTCONSOLIDATION,C,22000,13.48,0,0.43,Y,3,50900.0,22000.0,50k-75k,18-25,15k-25k,12%-16%,0,1,1,0
22,60000,RENT,0.0,VENTURE,A,6025,7.49,0,0.1,N,3,60000.0,6025.0,50k-75k,18-25,5k-10k,<8%,0,0,0,0
25,50000,RENT,9.0,HOMEIMPROVEMENT,B,6075,10.0,0,0.12,N,2,50000.0,6075.0,30k-50k,18-25,5k-10k,8%-12%,0,0,0,0
25,50988,OWN,9.0,HOMEIMPROVEMENT,B,4200,9.99,0,0.08,N,3,50988.0,4200.0,50k-75k,18-25,<5k,8%-12%,0,0,0,0
22,51000,OWN,0.0,VENTURE,A,16000,7.9,0,0.31,N,3,51000.0,16000.0,50k-75k,18-25,15k-25k,<8%,0,1,0,0
25,19200,RENT,3.0,DEBTCONSOLIDATION,B,6150,11.46,1,0.32,N,3,19200.0,6150.0,<30k,18-25,5k-10k,8%-12%,1,1,0,0
24,35713,RENT,1.0,MEDICAL,C,6150,11.03,0,0.17,Y,3,35713.0,6150.0,30k-50k,18-25,5k-10k,8%-12%,0,0,1,0
24,45000,MORTGAGE,0.0,VENTURE,C,10625,14.27,1,0.24,Y,2,45000.0,10625.0,30k-50k,18-25,10k-15k,12%-16%,1,0,1,0
24,77385,RENT,5.0,DEBTCONSOLIDATION,A,6150,5.99,0,0.08,N,4,77385.0,6150.0,75k-100k,18-25,5k-10k,<8%,0,0,0,0
23,51000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,4000,6.03,0,0.08,N,2,51000.0,4000.0,50k-75k,18-25,<5k,<8%,0,0,0,0
23,51000,MORTGAGE,7.0,VENTURE,A,10000,6.03,0,0.2,N,3,51000.0,10000.0,50k-75k,18-25,5k-10k,<8%,0,0,0,0
23,19200,RENT,1.0,MEDICAL,G,6200,19.82,1,0.32,N,3,19200.0,6200.0,<30k,18-25,5k-10k,16%-20%,1,1,0,1
26,51000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,9000,9.99,0,0.18,N,3,51000.0,9000.0,50k-75k,26-35,5k-10k,8%-12%,0,0,0,0
26,20000,RENT,9.0,EDUCATION,A,6200,5.99,1,0.31,N,4,20000.0,6200.0,<30k,26-35,5k-10k,<8%,1,1,0,0
23,51000,OWN,7.0,PERSONAL,A,6000,5.42,0,0.12,N,4,51000.0,6000.0,50k-75k,18-25,5k-10k,<8%,0,0,0,0
24,26000,RENT,2.0,HOMEIMPROVEMENT,D,6200,14.11,1,0.24,N,4,26000.0,6200.0,<30k,18-25,5k-10k,12%-16%,1,0,0,0
22,51000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,10000,8.49,0,0.2,N,3,51000.0,10000.0,50k-75k,18-25,5k-10k,8%-12%,0,0,0,0
22,29004,RENT,6.0,DEBTCONSOLIDATION,C,6200,15.23,0,0.21,Y,4,29004.0,6200.0,<30k,18-25,5k-10k,12%-16%,0,0,1,0
22,30000,RENT,3.0,EDUCATION,D,6200,15.31,0,0.21,Y,3,30000.0,6200.0,<30k,18-25,5k-10k,12%-16%,0,0,1,0
21,51000,MORTGAGE,5.0,EDUCATION,B,13000,10.99,0,0.25,N,3,51000.0,13000.0,50k-75k,18-25,10k-15k,8%-12%,0,0,0,0
26,39996,RENT,2.0,DEBTCONSOLIDATION,C,6200,13.79,0,0.16,N,2,39996.0,6200.0,30k-50k,26-35,5k-10k,12%-16%,0,0,0,0
22,40000,RENT,2.0,EDUCATION,B,6200,12.69,0,0.15,N,3,40000.0,6200.0,30k-50k,18-25,5k-10k,12%-16%,0,0,0,0
23,42500,RENT,1.0,PERSONAL,C,6200,13.92,0,0.15,N,2,42500.0,6200.0,30k-50k,18-25,5k-10k,12%-16%,0,0,0,0
22,45000,RENT,7.0,EDUCATION,C,6200,13.79,0,0.14,N,3,45000.0,6200.0,30k-50k,18-25,5k-10k,12%-16%,0,0,0,0
23,51000,MORTGAGE,2.0,PERSONAL,A,8000,7.49,0,0.16,N,3,51000.0,8000.0,50k-75k,18-25,5k-10k,<8%,0,0,0,0
26,51000,MORTGAGE,2.0,MEDICAL,A,4000,5.99,0,0.08,N,4,51000.0,4000.0,50k-75k,26-35,<5k,<8%,0,0,0,0
22,46200,RENT,5.0,EDUCATION,B,6200,12.42,0,0.13,N,3,46200.0,6200.0,30k-50k,18-25,5k-10k,12%-16%,0,0,0,0
25,50606,RENT,3.0,MEDICAL,A,6200,7.49,0,0.12,N,4,50606.0,6200.0,50k-75k,18-25,5k-10k,<8%,0,0,0,0
26,51000,MORTGAGE,10.0,MEDICAL,A,15825,6.99,0,0.31,N,3,51000.0,15825.0,50k-75k,26-35,15k-25k,<8%,0,1,0,0
25,51000,MORTGAGE,6.0,EDUCATION,C,3000,13.99,0,0.06,N,2,51000.0,3000.0,50k-75k,18-25,<5k,12%-16%,0,0,0,0
23,51000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,2400,7.49,0,0.05,N,3,51000.0,2400.0,50k-75k,18-25,<5k,<8%,0,0,0,0
22,46000,RENT,1.0,DEBTCONSOLIDATION,D,6200,15.31,1,0.13,N,4,46000.0,6200.0,30k-50k,18-25,5k-10k,12%-16%,1,0,0,0
23,56000,RENT,4.0,PERSONAL,A,6200,8.49,0,0.11,N,2,56000.0,6200.0,50k-75k,18-25,5k-10k,8%-12%,0,0,0,0
23,60000,RENT,1.0,DEBTCONSOLIDATION,B,6200,10.65,0,0.1,N,3,60000.0,6200.0,50k-75k,18-25,5k-10k,8%-12%,0,0,0,0
25,51000,MORTGAGE,0.0,PERSONAL,A,4200,7.29,0,0.08,N,2,51000.0,4200.0,50k-75k,18-25,<5k,<8%,0,0,0,0
26,51000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,12000,7.29,0,0.24,N,4,51000.0,12000.0,50k-75k,26-35,10k-15k,<8%,0,0,0,0
23,45000,MORTGAGE,6.0,MEDICAL,B,5000,10.74,1,0.11,N,2,45000.0,5000.0,30k-50k,18-25,<5k,8%-12%,1,0,0,0
23,65000,RENT,8.0,PERSONAL,A,6200,7.49,0,0.1,N,2,65000.0,6200.0,50k-75k,18-25,5k-10k,<8%,0,0,0,0
25,51000,MORTGAGE,6.0,PERSONAL,E,16750,16.4,0,0.33,N,4,51000.0,16750.0,50k-75k,18-25,15k-25k,16%-20%,0,1,0,1
24,65000,RENT,0.0,VENTURE,A,6200,8.9,0,0.1,N,2,65000.0,6200.0,50k-75k,18-25,5k-10k,8%-12%,0,0,0,0
26,69000,RENT,7.0,EDUCATION,A,6200,7.88,0,0.09,N,3,69000.0,6200.0,50k-75k,26-35,5k-10k,<8%,0,0,0,0
22,51000,MORTGAGE,6.0,MEDICAL,A,6000,5.79,0,0.12,N,2,51000.0,6000.0,50k-75k,18-25,5k-10k,<8%,0,0,0,0
26,51000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,12000,6.17,0,0.24,N,4,51000.0,12000.0,50k-75k,26-35,10k-15k,<8%,0,0,0,0
22,72000,RENT,4.0,PERSONAL,A,6200,5.99,0,0.09,N,2,72000.0,6200.0,50k-75k,18-25,5k-10k,<8%,0,0,0,0
25,51000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,7600,12.23,0,0.15,N,3,51000.0,7600.0,50k-75k,18-25,5k-10k,12%-16%,0,0,0,0
23,45000,RENT,0.0,VENTURE,C,6225,11.54,0,0.14,Y,4,45000.0,6225.0,30k-50k,18-25,5k-10k,8%-12%,0,0,1,0
21,63250,RENT,2.0,PERSONAL,B,6225,10.99,0,0.1,N,4,63250.0,6225.0,50k-75k,18-25,5k-10k,8%-12%,0,0,0,0
22,51000,MORTGAGE,6.0,PERSONAL,B,7000,11.12,0,0.14,N,3,51000.0,7000.0,50k-75k,18-25,5k-10k,8%-12%,0,0,0,0
23,51000,MORTGAGE,7.0,MEDICAL,A,10000,7.14,0,0.2,N,2,51000.0,10000.0,50k-75k,18-25,5k-10k,<8%,0,0,0,0
23,14898,RENT,4.0,VENTURE,C,6250,15.27,1,0.42,N,2,14898.0,6250.0,<30k,18-25,5k-10k,12%-16%,1,1,0,0
22,16000,RENT,4.0,VENTURE,B,6250,9.91,1,0.39,N,2,16000.0,6250.0,<30k,18-25,5k-10k,8%-12%,1,1,0,0
24,51000,OWN,8.0,HOMEIMPROVEMENT,A,9000,7.14,0,0.18,N,3,51000.0,9000.0,50k-75k,18-25,5k-10k,<8%,0,0,0,0
22,19200,RENT,2.0,DEBTCONSOLIDATION,A,6250,7.51,1,0.33,N,3,19200.0,6250.0,<30k,18-25,5k-10k,<8%,1,1,0,0
25,19200,RENT,4.0,EDUCATION,D,6250,15.31,1,0.33,Y,2,19200.0,6250.0,<30k,18-25,5k-10k,12%-16%,1,1,1,0
24,51000,OWN,6.0,VENTURE,B,6000,10.75,0,0.12,N,2,51000.0,6000.0,50k-75k,18-25,5k-10k,8%-12%,0,0,0,0
23,19250,RENT,1.0,HOMEIMPROVEMENT,E,6250,16.82,1,0.32,Y,4,19250.0,6250.0,<30k,18-25,5k-10k,16%-20%,1,1,1,1
22,51000,MORTGAGE,3.0,VENTURE,C,13000,13.48,0,0.25,Y,3,51000.0,13000.0,50k-75k,18-25,10k-15k,12%-16%,0,0,1,0
22,20000,RENT,3.0,EDUCATION,D,6250,15.31,1,0.31,Y,3,20000.0,6250.0,<30k,18-25,5k-10k,12%-16%,1,1,1,0
21,21000,RENT,2.0,EDUCATION,C,6250,13.85,0,0.3,N,3,21000.0,6250.0,<30k,18-25,5k-10k,12%-16%,0,1,0,0
21,23000,RENT,5.0,PERSONAL,C,6250,13.48,0,0.27,Y,3,23000.0,6250.0,<30k,18-25,5k-10k,12%-16%,0,0,1,0
22,23000,RENT,6.0,MEDICAL,C,6250,12.73,0,0.27,N,2,23000.0,6250.0,<30k,18-25,5k-10k,12%-16%,0,0,0,0
25,51000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,7000,7.88,0,0.14,N,4,51000.0,7000.0,50k-75k,18-25,5k-10k,<8%,0,0,0,0
23,51000,MORTGAGE,3.0,PERSONAL,C,16000,13.11,0,0.31,Y,3,51000.0,16000.0,50k-75k,18-25,15k-25k,12%-16%,0,1,1,0
25,24000,RENT,3.0,DEBTCONSOLIDATION,C,6250,13.72,0,0.26,Y,3,24000.0,6250.0,<30k,18-25,5k-10k,12%-16%,0,0,1,0
23,24000,RENT,0.0,EDUCATION,B,6250,12.53,0,0.26,N,3,24000.0,6250.0,<30k,18-25,5k-10k,12%-16%,0,0,0,0
24,26000,RENT,8.0,MEDICAL,A,6250,6.91,0,0.24,N,4,26000.0,6250.0,<30k,18-25,5k-10k,<8%,0,0,0,0
21,51000,MORTGAGE,5.0,PERSONAL,A,6000,7.88,0,0.12,N,2,51000.0,6000.0,50k-75k,18-25,5k-10k,<8%,0,0,0,0
22,27000,RENT,3.0,MEDICAL,D,6250,15.99,1,0.23,Y,4,27000.0,6250.0,<30k,18-25,5k-10k,12%-16%,1,0,1,0
22,55000,RENT,3.0,VENTURE,A,7000,6.91,0,0.13,N,4,55000.0,7000.0,50k-75k,18-25,5k-10k,<8%,0,0,0,0
24,51000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,3600,7.14,0,0.07,N,2,51000.0,3600.0,50k-75k,18-25,<5k,<8%,0,0,0,0
24,55000,RENT,1.0,MEDICAL,A,7000,7.88,0,0.13,N,4,55000.0,7000.0,50k-75k,18-25,5k-10k,<8%,0,0,0,0
22,51000,MORTGAGE,3.0,EDUCATION,B,15200,10.99,0,0.3,N,4,51000.0,15200.0,50k-75k,18-25,15k-25k,8%-12%,0,1,0,0
24,51000,OWN,9.0,VENTURE,D,10000,15.31,0,0.2,Y,2,51000.0,10000.0,50k-75k,18-25,5k-10k,12%-16%,0,0,1,0
26,51000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,7.74,0,0.2,N,3,51000.0,10000.0,50k-75k,26-35,5k-10k,<8%,0,0,0,0
22,56000,RENT,0.0,DEBTCONSOLIDATION,B,7000,11.36,0,0.13,N,2,56000.0,7000.0,50k-75k,18-25,5k-10k,8%-12%,0,0,0,0
21,45000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,8000,15.31,1,0.18,Y,3,45000.0,8000.0,30k-50k,18-25,5k-10k,12%-16%,1,0,1,0
24,56000,RENT,7.0,VENTURE,A,7000,8.59,0,0.13,N,3,56000.0,7000.0,50k-75k,18-25,5k-10k,8%-12%,0,0,0,0
24,51000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,8500,8.94,0,0.17,N,3,51000.0,8500.0,50k-75k,18-25,5k-10k,8%-12%,0,0,0,0
26,56000,RENT,4.0,PERSONAL,A,7000,9.07,0,0.13,N,3,56000.0,7000.0,50k-75k,26-35,5k-10k,8%-12%,0,0,0,0
25,50000,RENT,2.0,MEDICAL,E,7000,15.57,1,0.14,N,3,50000.0,7000.0,30k-50k,18-25,5k-10k,12%-16%,1,0,0,0
25,56004,RENT,3.0,MEDICAL,C,7000,14.22,0,0.12,N,4,56004.0,7000.0,50k-75k,18-25,5k-10k,12%-16%,0,0,0,0
23,57960,RENT,0.0,PERSONAL,C,7000,13.04,0,0.12,Y,4,57960.0,7000.0,50k-75k,18-25,5k-10k,12%-16%,0,0,1,0
23,52000,RENT,3.0,MEDICAL,C,7000,13.85,1,0.13,N,4,52000.0,7000.0,50k-75k,18-25,5k-10k,12%-16%,1,0,0,0
24,51000,MORTGAGE,5.0,EDUCATION,B,8000,10.96,0,0.16,N,3,51000.0,8000.0,50k-75k,18-25,5k-10k,8%-12%,0,0,0,0
26,60000,RENT,9.0,DEBTCONSOLIDATION,C,7000,13.49,0,0.12,N,2,60000.0,7000.0,50k-75k,26-35,5k-10k,12%-16%,0,0,0,0
24,51024,MORTGAGE,8.0,HOMEIMPROVEMENT,C,2000,12.99,0,0.04,Y,4,51024.0,2000.0,50k-75k,18-25,<5k,12%-16%,0,0,1,0
23,51036,MORTGAGE,7.0,EDUCATION,C,15000,13.16,0,0.29,N,4,51036.0,15000.0,50k-75k,18-25,10k-15k,12%-16%,0,0,0,0
22,60000,RENT,1.0,PERSONAL,C,7000,14.65,0,0.12,N,2,60000.0,7000.0,50k-75k,18-25,5k-10k,12%-16%,0,0,0,0
23,60000,RENT,4.0,DEBTCONSOLIDATION,A,7000,6.03,0,0.12,N,3,60000.0,7000.0,50k-75k,18-25,5k-10k,<8%,0,0,0,0
24,51072,MORTGAGE,8.0,EDUCATION,B,13000,10.95,0,0.25,N,2,51072.0,13000.0,50k-75k,18-25,10k-15k,8%-12%,0,0,0,0
25,54000,RENT,1.0,DEBTCONSOLIDATION,F,7000,20.89,1,0.13,N,3,54000.0,7000.0,50k-75k,18-25,5k-10k,20%+,1,0,0,1
22,51168,MORTGAGE,6.0,VENTURE,B,15500,10.99,0,0.3,N,3,51168.0,15500.0,50k-75k,18-25,15k-25k,8%-12%,0,1,0,0
24,54000,RENT,0.0,DEBTCONSOLIDATION,D,7000,15.99,1,0.13,Y,3,54000.0,7000.0,50k-75k,18-25,5k-10k,12%-16%,1,0,1,0
25,60000,RENT,3.0,VENTURE,D,7000,15.62,0,0.12,N,4,60000.0,7000.0,50k-75k,18-25,5k-10k,12%-16%,0,0,0,0
25,60000,RENT,3.0,HOMEIMPROVEMENT,A,7000,6.92,0,0.12,N,2,60000.0,7000.0,50k-75k,18-25,5k-10k,<8%,0,0,0,0
23,60000,RENT,4.0,DEBTCONSOLIDATION,A,7000,5.79,0,0.12,N,3,60000.0,7000.0,50k-75k,18-25,5k-10k,<8%,0,0,0,0
26,60000,RENT,3.0,MEDICAL,A,7000,6.91,0,0.12,N,2,60000.0,7000.0,50k-75k,26-35,5k-10k,<8%,0,0,0,0
25,51300,MORTGAGE,7.0,VENTURE,A,11000,5.99,0,0.21,N,3,51300.0,11000.0,50k-75k,18-25,10k-15k,<8%,0,0,0,0
25,60000,RENT,0.0,MEDICAL,B,7000,9.25,0,0.12,N,2,60000.0,7000.0,50k-75k,18-25,5k-10k,8%-12%,0,0,0,0
24,60000,RENT,5.0,EDUCATION,A,7000,6.54,0,0.12,N,4,60000.0,7000.0,50k-75k,18-25,5k-10k,<8%,0,0,0,0
22,51300,OWN,6.0,PERSONAL,D,11200,15.31,0,0.22,Y,3,51300.0,11200.0,50k-75k,18-25,10k-15k,12%-16%,0,0,1,0
25,60000,RENT,9.0,MEDICAL,B,7000,10.36,0,0.12,N,4,60000.0,7000.0,50k-75k,18-25,5k-10k,8%-12%,0,0,0,0
23,51319,MORTGAGE,2.0,VENTURE,B,20000,10.37,0,0.39,N,3,51319.0,20000.0,50k-75k,18-25,15k-25k,8%-12%,0,1,0,0
22,60000,RENT,3.0,EDUCATION,A,7000,6.91,0,0.12,N,2,60000.0,7000.0,50k-75k,18-25,5k-10k,<8%,0,0,0,0
22,60000,RENT,5.0,MEDICAL,B,7000,9.99,0,0.12,N,4,60000.0,7000.0,50k-75k,18-25,5k-10k,8%-12%,0,0,0,0
22,54000,RENT,6.0,MEDICAL,D,7000,14.96,1,0.13,Y,4,54000.0,7000.0,50k-75k,18-25,5k-10k,12%-16%,1,0,1,0
24,60000,RENT,0.0,VENTURE,A,7000,7.88,0,0.12,N,3,60000.0,7000.0,50k-75k,18-25,5k-10k,<8%,0,0,0,0
22,54000,RENT,2.0,PERSONAL,D,7000,14.96,1,0.13,N,3,54000.0,7000.0,50k-75k,18-25,5k-10k,12%-16%,1,0,0,0
24,60000,RENT,0.0,EDUCATION,A,7000,9.32,0,0.12,N,3,60000.0,7000.0,50k-75k,18-25,5k-10k,8%-12%,0,0,0,0
24,60140,RENT,2.0,VENTURE,A,7000,8.59,0,0.12,N,3,60140.0,7000.0,50k-75k,18-25,5k-10k,8%-12%,0,0,0,0
24,51480,MORTGAGE,7.0,MEDICAL,A,12000,7.88,0,0.23,N,2,51480.0,12000.0,50k-75k,18-25,10k-15k,<8%,0,0,0,0
22,51480,MORTGAGE,4.0,MEDICAL,B,3000,11.83,0,0.06,N,2,51480.0,3000.0,50k-75k,18-25,<5k,8%-12%,0,0,0,0
23,45480,MORTGAGE,7.0,DEBTCONSOLIDATION,C,4400,13.16,1,0.1,N,3,45480.0,4400.0,30k-50k,18-25,<5k,12%-16%,1,0,0,0
25,51492,MORTGAGE,2.0,EDUCATION,B,13800,10.38,0,0.27,N,4,51492.0,13800.0,50k-75k,18-25,10k-15k,8%-12%,0,0,0,0
22,60500,RENT,3.0,DEBTCONSOLIDATION,C,7000,12.84,0,0.12,N,2,60500.0,7000.0,50k-75k,18-25,5k-10k,12%-16%,0,0,0,0
26,51500,OWN,10.0,HOMEIMPROVEMENT,A,15000,6.92,0,0.29,N,2,51500.0,15000.0,50k-75k,26-35,10k-15k,<8%,0,0,0,0
24,51500,MORTGAGE,2.0,VENTURE,A,6300,5.79,0,0.12,N,3,51500.0,6300.0,50k-75k,18-25,5k-10k,<8%,0,0,0,0
23,62000,RENT,5.0,PERSONAL,B,7000,9.91,0,0.11,N,4,62000.0,7000.0,50k-75k,18-25,5k-10k,8%-12%,0,0,0,0
26,51500,MORTGAGE,7.0,VENTURE,B,11000,10.99,0,0.21,N,3,51500.0,11000.0,50k-75k,26-35,10k-15k,8%-12%,0,0,0,0
26,51500,MORTGAGE,3.0,HOMEIMPROVEMENT,D,9600,15.21,0,0.19,Y,4,51500.0,9600.0,50k-75k,26-35,5k-10k,12%-16%,0,0,1,0
24,51500,MORTGAGE,6.0,MEDICAL,A,4000,7.51,0,0.08,N,2,51500.0,4000.0,50k-75k,18-25,<5k,<8%,0,0,0,0
22,51500,MORTGAGE,6.0,EDUCATION,B,7500,9.88,0,0.15,N,3,51500.0,7500.0,50k-75k,18-25,5k-10k,8%-12%,0,0,0,0
25,62000,RENT,9.0,DEBTCONSOLIDATION,A,7000,7.49,0,0.11,N,4,62000.0,7000.0,50k-75k,18-25,5k-10k,<8%,0,0,0,0
23,62100,RENT,3.0,MEDICAL,B,7000,10.99,0,0.11,N,2,62100.0,7000.0,50k-75k,18-25,5k-10k,8%-12%,0,0,0,0
23,51600,MORTGAGE,4.0,EDUCATION,B,7200,10.65,0,0.14,N,3,51600.0,7200.0,50k-75k,18-25,5k-10k,8%-12%,0,0,0,0
26,63000,RENT,4.0,VENTURE,D,7000,14.84,0,0.11,N,2,63000.0,7000.0,50k-75k,26-35,5k-10k,12%-16%,0,0,0,0
22,64000,RENT,6.0,EDUCATION,A,7000,5.79,0,0.11,N,3,64000.0,7000.0,50k-75k,18-25,5k-10k,<8%,0,0,0,0
