person_age,person_income,person_home_ownership,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,credit_risk_score,credit_risk_level,predicted_default_probability,model_risk_band,review_priority
26,108000,RENT,EDUCATION,G,24000,20.16,0.22,N,17,Very High,0.969965142621162,75%+,Critical Review
26,28000,RENT,PERSONAL,B,14500,12.53,0.52,N,11,High,0.9699466577328344,75%+,Critical Review
24,53295,RENT,MEDICAL,D,19600,16.07,0.31,N,17,Very High,0.9699028787555772,75%+,Critical Review
35,43000,MORTGAGE,DEBTCONSOLIDATION,D,13200,16.77,0.31,Y,17,Very High,0.9698562762740852,75%+,Critical Review
32,35004,RENT,MEDICAL,D,8150,16.49,0.23,Y,19,Very High,0.9697641642185368,75%+,Critical Review
24,88000,MORTGAGE,EDUCATION,G,25000,18.84,0.28,N,17,Very High,0.9697508939752656,75%+,Critical Review
22,20008,RENT,EDUCATION,B,10000,10.95,0.5,N,12,High,0.969739056994036,75%+,Critical Review
25,25000,OWN,MEDICAL,C,17500,14.22,0.7,N,11,High,0.9697379502756468,75%+,Critical Review
29,52800,MORTGAGE,EDUCATION,D,25475,16.29,0.48,Y,18,Very High,0.969723485175064,75%+,Critical Review
30,32000,RENT,DEBTCONSOLIDATION,B,15000,12.42,0.47,N,13,High,0.9696917217913116,75%+,Critical Review
40,10200,RENT,HOMEIMPROVEMENT,B,3550,11.49,0.35,N,10,High,0.9696782139777256,75%+,Critical Review
39,78000,RENT,HOMEIMPROVEMENT,D,25000,16.02,0.32,N,16,Very High,0.9696666003628712,75%+,Critical Review
26,78000,RENT,HOMEIMPROVEMENT,E,24250,17.56,0.31,Y,23,Very High,0.9695359813052912,75%+,Critical Review
26,34988,RENT,HOMEIMPROVEMENT,C,15000,13.98,0.43,N,13,High,0.9695030591278712,75%+,Critical Review
28,48996,RENT,MEDICAL,D,15000,14.09,0.31,Y,18,Very High,0.9694284041205566,75%+,Critical Review
33,34000,RENT,MEDICAL,D,10000,15.33,0.29,Y,16,Very High,0.9693799438849332,75%+,Critical Review
25,44000,RENT,EDUCATION,D,15000,14.59,0.34,N,16,Very High,0.969353564224014,75%+,Critical Review
25,31000,RENT,HOMEIMPROVEMENT,D,6450,14.42,0.21,Y,18,Very High,0.9693224005964493,75%+,Critical Review
28,24000,RENT,DEBTCONSOLIDATION,C,10000,12.87,0.42,N,13,High,0.9692992724173076,75%+,Critical Review
22,59000,RENT,DEBTCONSOLIDATION,F,12000,17.58,0.2,N,17,Very High,0.969279553778688,75%+,Critical Review
23,48000,MORTGAGE,DEBTCONSOLIDATION,D,16800,14.59,0.35,N,13,High,0.969272769781652,75%+,Critical Review
25,44000,MORTGAGE,DEBTCONSOLIDATION,D,15000,15.31,0.34,Y,17,Very High,0.9691890644773286,75%+,Critical Review
27,19000,OWN,HOMEIMPROVEMENT,D,7800,15.58,0.41,Y,16,Very High,0.9691884269076816,75%+,Critical Review
23,20400,RENT,EDUCATION,D,5500,15.31,0.27,N,13,High,0.9691426244808526,75%+,Critical Review
26,56045,RENT,MEDICAL,D,24250,14.96,0.37,N,17,Very High,0.9691020656587236,75%+,Critical Review
22,34000,MORTGAGE,VENTURE,D,15000,15.99,0.44,Y,17,Very High,0.9690753225403258,75%+,Critical Review
23,23421,RENT,MEDICAL,E,4500,17.99,0.19,Y,19,Very High,0.9690547792359744,75%+,Critical Review
24,33996,RENT,EDUCATION,E,9000,16.0,0.26,Y,22,Very High,0.9690272436152582,75%+,Critical Review
40,32000,RENT,DEBTCONSOLIDATION,D,8000,14.96,0.25,Y,16,Very High,0.9690249945172118,75%+,Critical Review
21,24996,RENT,DEBTCONSOLIDATION,D,5000,15.31,0.2,N,14,High,0.9690192637653112,75%+,Critical Review
24,21600,RENT,MEDICAL,B,10000,9.91,0.46,N,11,High,0.9689890289480872,75%+,Critical Review
36,69000,RENT,HOMEIMPROVEMENT,D,25000,14.59,0.36,N,15,Very High,0.9689073310349536,75%+,Critical Review
23,42000,RENT,HOMEIMPROVEMENT,D,10000,15.58,0.24,Y,18,Very High,0.9688601403645324,75%+,Critical Review
23,29000,RENT,MEDICAL,D,7750,14.59,0.27,Y,16,Very High,0.9688394852995436,75%+,Critical Review
22,44000,RENT,MEDICAL,D,12250,15.99,0.28,Y,19,Very High,0.968812774659738,75%+,Critical Review
23,12000,RENT,PERSONAL,A,5825,6.62,0.49,N,10,High,0.9687758504545628,75%+,Critical Review
24,30000,RENT,EDUCATION,E,7750,16.82,0.26,Y,20,Very High,0.9687551825881452,75%+,Critical Review
34,108000,MORTGAGE,DEBTCONSOLIDATION,G,25000,20.03,0.23,N,15,Very High,0.9687331549413544,75%+,Critical Review
23,55000,RENT,EDUCATION,D,25000,15.65,0.45,Y,19,Very High,0.9687133516168444,75%+,Critical Review
27,52600,MORTGAGE,PERSONAL,D,21600,17.27,0.41,N,14,High,0.9687014177496572,75%+,Critical Review
26,34200,RENT,HOMEIMPROVEMENT,D,6400,17.49,0.19,Y,18,Very High,0.968691361019759,75%+,Critical Review
22,41340,RENT,VENTURE,D,14000,17.49,0.34,N,16,Very High,0.9686510327422418,75%+,Critical Review
23,27000,RENT,MEDICAL,E,5000,16.77,0.19,Y,20,Very High,0.9686505673600702,75%+,Critical Review
23,24000,RENT,EDUCATION,C,12250,13.16,0.51,Y,17,Very High,0.9686304429893436,75%+,Critical Review
36,59000,RENT,MEDICAL,D,21000,14.11,0.36,Y,18,Very High,0.9686149539766572,75%+,Critical Review
42,36000,RENT,MEDICAL,D,8400,16.32,0.23,Y,17,Very High,0.96856604383617,75%+,Critical Review
25,39000,RENT,VENTURE,D,16000,15.65,0.41,Y,18,Very High,0.9685608067400736,75%+,Critical Review
30,43992,RENT,PERSONAL,D,15000,13.24,0.34,N,15,Very High,0.9685263091402094,75%+,Critical Review
23,39000,RENT,DEBTCONSOLIDATION,D,8000,16.49,0.21,N,15,Very High,0.9685118320100512,75%+,Critical Review
36,59617,MORTGAGE,HOMEIMPROVEMENT,D,21000,15.62,0.35,N,11,High,0.968469774043416,75%+,Critical Review
25,44000,RENT,EDUCATION,D,15000,14.59,0.34,N,16,Very High,0.9684562457897216,75%+,Critical Review
21,37260,RENT,HOMEIMPROVEMENT,D,7500,14.84,0.2,Y,19,Very High,0.9684488478611288,75%+,Critical Review
23,51000,RENT,DEBTCONSOLIDATION,E,12000,17.99,0.24,Y,20,Very High,0.9683745331066532,75%+,Critical Review
28,42000,RENT,MEDICAL,D,12250,14.59,0.29,N,11,High,0.9682885308968998,75%+,Critical Review
27,41000,RENT,DEBTCONSOLIDATION,D,11000,15.33,0.27,Y,16,Very High,0.968265527483086,75%+,Critical Review
28,69000,MORTGAGE,DEBTCONSOLIDATION,F,25000,19.41,0.36,Y,20,Very High,0.9682046665702456,75%+,Critical Review
39,23500,RENT,PERSONAL,D,5850,15.2,0.25,N,11,High,0.9681848864214292,75%+,Critical Review
47,43200,MORTGAGE,HOMEIMPROVEMENT,D,13750,14.84,0.32,Y,15,Very High,0.968163971315248,75%+,Critical Review
31,37000,MORTGAGE,DEBTCONSOLIDATION,C,22000,12.73,0.59,Y,14,High,0.9681137728382812,75%+,Critical Review
23,31000,RENT,DEBTCONSOLIDATION,D,7200,14.54,0.23,N,13,High,0.968112818709775,75%+,Critical Review
25,31200,RENT,DEBTCONSOLIDATION,C,14700,12.29,0.47,N,12,High,0.9681091778261504,75%+,Critical Review
21,31200,RENT,DEBTCONSOLIDATION,D,6000,16.89,0.19,N,15,Very High,0.9680791952880838,75%+,Critical Review
22,29000,RENT,DEBTCONSOLIDATION,E,6400,15.95,0.22,Y,18,Very High,0.968071423074344,75%+,Critical Review
22,42000,RENT,MEDICAL,E,10000,16.32,0.24,Y,19,Very High,0.9680505066729348,75%+,Critical Review
25,48500,OTHER,EDUCATION,E,19500,15.57,0.4,N,17,Very High,0.9680277565320876,75%+,Critical Review
30,54000,RENT,EDUCATION,E,16000,17.99,0.3,Y,22,Very High,0.9678697388503208,75%+,Critical Review
22,52000,RENT,MEDICAL,D,12750,18.25,0.25,N,15,Very High,0.9678430764067744,75%+,Critical Review
33,30000,RENT,DEBTCONSOLIDATION,A,17975,8.49,0.6,N,9,Medium,0.9678215638961828,75%+,Critical Review
23,70550,RENT,MEDICAL,F,25000,19.04,0.3,Y,23,Very High,0.9678098151755444,75%+,Critical Review
36,35000,MORTGAGE,HOMEIMPROVEMENT,D,7500,16.29,0.21,N,12,High,0.9677614383093228,75%+,Critical Review
31,60000,MORTGAGE,MEDICAL,E,22000,16.63,0.37,N,15,Very High,0.9677528931784236,75%+,Critical Review
32,39500,RENT,DEBTCONSOLIDATION,C,20000,13.11,0.51,N,12,High,0.9675928127697572,75%+,Critical Review
27,68000,MORTGAGE,HOMEIMPROVEMENT,D,30000,15.99,0.44,N,13,High,0.9675368244052324,75%+,Critical Review
28,28320,RENT,VENTURE,D,8700,14.61,0.31,N,14,High,0.967506186885248,75%+,Critical Review
38,40000,RENT,PERSONAL,D,10000,16.29,0.25,N,13,High,0.9674639065681696,75%+,Critical Review
25,24000,RENT,HOMEIMPROVEMENT,B,10000,9.91,0.42,N,11,High,0.967337849165808,75%+,Critical Review
29,32000,RENT,MEDICAL,D,6525,16.07,0.2,Y,19,Very High,0.967327462153428,75%+,Critical Review
23,56403,MORTGAGE,MEDICAL,D,30000,16.49,0.45,N,15,Very High,0.967313317373134,75%+,Critical Review
23,47000,RENT,DEBTCONSOLIDATION,D,12000,16.29,0.26,Y,18,Very High,0.9672833985958535,75%+,Critical Review
25,62000,MORTGAGE,HOMEIMPROVEMENT,E,20000,17.04,0.32,N,16,Very High,0.967209659204244,75%+,Critical Review
26,69846,RENT,EDUCATION,F,22500,18.99,0.32,Y,24,Very High,0.9671680110549276,75%+,Critical Review
24,43896,RENT,HOMEIMPROVEMENT,B,23975,10.99,0.55,N,11,High,0.9671626581556936,75%+,Critical Review
29,45000,MORTGAGE,PERSONAL,D,15000,18.49,0.33,N,15,Very High,0.9671567994524988,75%+,Critical Review
28,37200,RENT,HOMEIMPROVEMENT,D,9000,14.59,0.24,Y,16,Very High,0.9671359967035572,75%+,Critical Review
29,40000,RENT,DEBTCONSOLIDATION,B,23500,11.12,0.59,N,10,High,0.9671007499743548,75%+,Critical Review
31,29640,RENT,DEBTCONSOLIDATION,D,6250,14.96,0.21,N,13,High,0.96702940483585,75%+,Critical Review
29,42000,RENT,HOMEIMPROVEMENT,D,10000,15.21,0.24,Y,17,Very High,0.9669977027964058,75%+,Critical Review
28,58200,RENT,EDUCATION,E,20500,16.82,0.35,Y,21,Very High,0.9669363694734332,75%+,Critical Review
22,13440,RENT,MEDICAL,B,4800,12.53,0.36,N,13,High,0.9669341310737674,75%+,Critical Review
22,32000,RENT,DEBTCONSOLIDATION,C,14000,13.49,0.44,N,15,Very High,0.9668699068421494,75%+,Critical Review
28,45000,MORTGAGE,HOMEIMPROVEMENT,D,15000,15.99,0.33,Y,15,Very High,0.9667839837226184,75%+,Critical Review
24,58155,RENT,HOMEIMPROVEMENT,E,12950,16.82,0.22,N,15,Very High,0.9667760694488204,75%+,Critical Review
25,37000,RENT,DEBTCONSOLIDATION,F,4200,18.535,0.11,Y,22,Very High,0.966759672633777,75%+,Critical Review
22,44000,MORTGAGE,MEDICAL,D,16000,14.74,0.36,Y,17,Very High,0.9666974168182624,75%+,Critical Review
38,24000,RENT,HOMEIMPROVEMENT,D,4400,14.09,0.18,N,12,High,0.9666955340938058,75%+,Critical Review
22,27000,RENT,MEDICAL,D,6250,15.99,0.23,Y,17,Very High,0.966684354315535,75%+,Critical Review
26,44000,RENT,DEBTCONSOLIDATION,D,11000,15.31,0.25,N,14,High,0.9666383204068352,75%+,Critical Review
34,44000,RENT,EDUCATION,D,16000,13.24,0.36,Y,20,Very High,0.9666377837140404,75%+,Critical Review
22,26000,MORTGAGE,VENTURE,C,17000,12.84,0.65,Y,14,High,0.9666201668756034,75%+,Critical Review
33,18996,RENT,DEBTCONSOLIDATION,D,3250,16.32,0.17,N,13,High,0.9666045114825188,75%+,Critical Review
21,20000,RENT,MEDICAL,B,8000,12.21,0.4,N,12,High,0.9665952155247954,75%+,Critical Review
30,40000,RENT,MEDICAL,D,9000,16.77,0.23,Y,17,Very High,0.966576423595944,75%+,Critical Review
27,24000,RENT,MEDICAL,C,10000,13.23,0.42,N,12,High,0.9665137586834158,75%+,Critical Review
28,35000,RENT,DEBTCONSOLIDATION,D,7950,15.62,0.23,N,12,High,0.966481947674984,75%+,Critical Review
30,14500,RENT,DEBTCONSOLIDATION,A,7000,6.76,0.48,N,8,Medium,0.9664535750438218,75%+,Critical Review
26,35000,RENT,DEBTCONSOLIDATION,D,8000,15.31,0.23,Y,19,Very High,0.9664235833531492,75%+,Critical Review
22,30400,RENT,VENTURE,D,10000,12.8,0.33,N,16,Very High,0.9663898320453332,75%+,Critical Review
25,13296,RENT,HOMEIMPROVEMENT,B,4950,9.63,0.37,N,11,High,0.96637663085939,75%+,Critical Review
50,58800,MORTGAGE,MEDICAL,E,22000,17.74,0.37,Y,18,Very High,0.9663420826418488,75%+,Critical Review
21,18000,RENT,HOMEIMPROVEMENT,B,7000,11.14,0.39,N,10,High,0.9663071462441758,75%+,Critical Review
22,14400,RENT,VENTURE,D,4000,14.61,0.28,N,15,Very High,0.966189580155207,75%+,Critical Review
21,50000,RENT,EDUCATION,D,18000,14.74,0.36,N,16,Very High,0.9661765705987252,75%+,Critical Review
36,48686,RENT,MEDICAL,D,12000,13.99,0.25,N,11,High,0.966168932578388,75%+,Critical Review
26,69846,RENT,EDUCATION,F,22500,18.99,0.32,N,19,Very High,0.9661591544980132,75%+,Critical Review
24,30000,RENT,HOMEIMPROVEMENT,D,6000,15.99,0.2,Y,17,Very High,0.9661437926805312,75%+,Critical Review
33,21600,RENT,PERSONAL,B,10000,12.53,0.46,N,12,High,0.9660713362168706,75%+,Critical Review
21,48000,MORTGAGE,DEBTCONSOLIDATION,D,18000,15.62,0.38,Y,16,Very High,0.9660550008800296,75%+,Critical Review
25,30000,RENT,EDUCATION,E,7000,16.82,0.23,Y,22,Very High,0.9660408480777738,75%+,Critical Review
27,30000,RENT,MEDICAL,D,7000,15.62,0.23,N,12,High,0.9659886724131728,75%+,Critical Review
23,74004,RENT,DEBTCONSOLIDATION,E,25000,16.35,0.34,N,17,Very High,0.965969541120998,75%+,Critical Review
34,36000,MORTGAGE,PERSONAL,E,12000,16.0,0.33,Y,18,Very High,0.9659652348852872,75%+,Critical Review
28,46000,RENT,DEBTCONSOLIDATION,E,9000,17.56,0.2,Y,20,Very High,0.9659363052489752,75%+,Critical Review
31,36000,RENT,MEDICAL,D,10000,14.42,0.28,Y,16,Very High,0.9659214882526256,75%+,Critical Review
25,54000,RENT,DEBTCONSOLIDATION,F,7000,20.89,0.13,N,17,Very High,0.9658902195969958,75%+,Critical Review
24,28000,RENT,MEDICAL,E,6400,14.75,0.23,Y,18,Very High,0.9658525393717866,75%+,Critical Review
24,51000,RENT,DEBTCONSOLIDATION,E,10000,17.19,0.2,N,17,Very High,0.9658397510727262,75%+,Critical Review
23,114750,RENT,MEDICAL,G,24000,20.03,0.18,Y,21,Very High,0.9658377093945084,75%+,Critical Review
29,32004,RENT,HOMEIMPROVEMENT,D,6000,15.7,0.19,N,12,High,0.9658352453657416,75%+,Critical Review
33,71000,RENT,HOMEIMPROVEMENT,D,19600,16.07,0.28,Y,18,Very High,0.9657893193217054,75%+,Critical Review
22,19200,MORTGAGE,MEDICAL,D,5000,15.33,0.26,N,11,High,0.9657234898407512,75%+,Critical Review
29,33600,RENT,PERSONAL,D,9600,15.99,0.29,Y,18,Very High,0.9657003724089488,75%+,Critical Review
36,56900,MORTGAGE,VENTURE,G,6200,20.16,0.11,N,13,High,0.9656406172001069,75%+,Critical Review
24,54996,RENT,EDUCATION,E,17500,17.19,0.32,N,17,Very High,0.9656189338614488,75%+,Critical Review
22,30000,RENT,MEDICAL,D,5000,18.25,0.17,N,15,Very High,0.9656045640712356,75%+,Critical Review
28,28320,RENT,VENTURE,D,8700,14.61,0.31,N,14,High,0.965580340385893,75%+,Critical Review
31,28000,RENT,HOMEIMPROVEMENT,D,3600,16.49,0.13,N,15,Very High,0.9655514136157304,75%+,Critical Review
36,72800,RENT,HOMEIMPROVEMENT,D,24000,14.09,0.33,N,14,High,0.9655503072679932,75%+,Critical Review
21,56000,RENT,MEDICAL,E,15000,16.0,0.27,N,16,Very High,0.965517547446524,75%+,Critical Review
24,33000,RENT,VENTURE,F,7750,18.535,0.23,N,18,Very High,0.9654992467905998,75%+,Critical Review
27,30000,RENT,MEDICAL,B,14300,10.39,0.48,N,12,High,0.9654811246342744,75%+,Critical Review
30,26500,RENT,DEBTCONSOLIDATION,C,10625,14.27,0.4,N,11,High,0.9654012152296276,75%+,Critical Review
41,24000,RENT,DEBTCONSOLIDATION,D,4000,16.07,0.17,N,13,High,0.9652906572835654,75%+,Critical Review
28,39000,RENT,MEDICAL,D,10000,14.96,0.26,N,12,High,0.965252938119618,75%+,Critical Review
22,26784,RENT,DEBTCONSOLIDATION,D,5500,14.74,0.21,N,12,High,0.965252006887524,75%+,Critical Review
24,23000,RENT,HOMEIMPROVEMENT,C,8000,13.49,0.35,N,14,High,0.9652057425117716,75%+,Critical Review
42,39000,RENT,HOMEIMPROVEMENT,B,19750,10.65,0.51,N,10,High,0.9651785134908736,75%+,Critical Review
22,56000,RENT,EDUCATION,E,18250,16.7,0.33,N,17,Very High,0.9651686103884156,75%+,Critical Review
35,46000,RENT,MEDICAL,E,10000,17.14,0.22,N,16,Very High,0.9651064061279628,75%+,Critical Review
25,54000,RENT,PERSONAL,D,20000,15.65,0.37,Y,20,Very High,0.9650992481578806,75%+,Critical Review
41,24000,RENT,MEDICAL,D,4000,16.07,0.17,N,13,High,0.9650834666873136,75%+,Critical Review
32,30000,RENT,DEBTCONSOLIDATION,C,13750,12.73,0.46,Y,17,Very High,0.9650502965469276,75%+,Critical Review
22,30000,RENT,DEBTCONSOLIDATION,C,15000,11.66,0.5,Y,16,Very High,0.9650304740785748,75%+,Critical Review
28,36000,RENT,MEDICAL,D,9600,14.61,0.27,Y,16,Very High,0.9650142837791598,75%+,Critical Review
24,47000,RENT,VENTURE,E,15000,18.64,0.32,N,17,Very High,0.964982251975228,75%+,Critical Review
23,73000,OTHER,PERSONAL,F,25000,17.9,0.34,N,21,Very High,0.964961741540748,75%+,Critical Review
29,26568,RENT,HOMEIMPROVEMENT,D,4000,16.0,0.15,N,13,High,0.9649287207938112,75%+,Critical Review
25,19200,RENT,EDUCATION,E,4000,19.03,0.21,Y,19,Very High,0.9649078678796292,75%+,Critical Review
27,19498,RENT,HOMEIMPROVEMENT,A,9575,6.62,0.49,N,9,Medium,0.9649040166223624,75%+,Critical Review
26,59000,RENT,PERSONAL,E,18000,16.0,0.31,Y,23,Very High,0.9648523214609138,75%+,Critical Review
24,61284,RENT,HOMEIMPROVEMENT,D,15000,18.25,0.24,Y,19,Very High,0.964837810047725,75%+,Critical Review
28,28800,RENT,EDUCATION,C,15000,14.65,0.52,Y,17,Very High,0.9648152410814558,75%+,Critical Review
22,14400,RENT,HOMEIMPROVEMENT,D,2100,14.83,0.15,N,13,High,0.964813152376244,75%+,Critical Review
23,14664,MORTGAGE,DEBTCONSOLIDATION,C,6000,13.48,0.41,N,12,High,0.9647613615589772,75%+,Critical Review
24,33600,RENT,PERSONAL,D,7800,16.49,0.23,N,16,Very High,0.9647456850726344,75%+,Critical Review
23,33098,MORTGAGE,DEBTCONSOLIDATION,D,9000,16.29,0.27,Y,17,Very High,0.9647435510693798,75%+,Critical Review
22,12000,RENT,EDUCATION,B,5500,10.36,0.46,N,10,High,0.9647284206651124,75%+,Critical Review
33,138000,MORTGAGE,HOMEIMPROVEMENT,G,25000,21.27,0.18,Y,17,Very High,0.9646201004009448,75%+,Critical Review
22,42000,RENT,MEDICAL,D,12000,15.65,0.29,Y,17,Very High,0.964618490890215,75%+,Critical Review
24,50000,MORTGAGE,EDUCATION,D,25000,15.58,0.5,Y,17,Very High,0.9646133276300286,75%+,Critical Review
25,58000,RENT,DEBTCONSOLIDATION,D,15000,18.25,0.26,N,15,Very High,0.9646045668921542,75%+,Critical Review
22,57336,RENT,MEDICAL,D,16000,17.27,0.28,N,14,High,0.9645689752587784,75%+,Critical Review
24,59000,RENT,MEDICAL,E,16000,16.45,0.27,N,17,Very High,0.9645546825279834,75%+,Critical Review
24,52000,RENT,EDUCATION,D,20000,15.65,0.38,Y,19,Very High,0.964548717587811,75%+,Critical Review
21,21000,RENT,EDUCATION,B,10000,11.71,0.48,N,12,High,0.9645405602395644,75%+,Critical Review
25,21996,RENT,HOMEIMPROVEMENT,C,8000,13.98,0.36,Y,18,Very High,0.9645336067595454,75%+,Critical Review
24,55000,RENT,VENTURE,E,20000,18.64,0.36,N,19,Very High,0.9645106141850944,75%+,Critical Review
22,28000,RENT,EDUCATION,B,15000,10.99,0.54,N,11,High,0.9644951873847616,75%+,Critical Review
26,36000,RENT,VENTURE,E,10750,16.0,0.3,Y,21,Very High,0.9644269366805208,75%+,Critical Review
21,35360,MORTGAGE,EDUCATION,D,12250,15.31,0.35,N,13,High,0.964355169087692,75%+,Critical Review
26,44000,RENT,HOMEIMPROVEMENT,E,7500,16.4,0.17,N,16,Very High,0.9643544552901367,75%+,Critical Review
22,56400,MORTGAGE,PERSONAL,E,25000,16.4,0.44,N,15,Very High,0.964202848360694,75%+,Critical Review
42,64464,MORTGAGE,MEDICAL,E,30000,19.03,0.4,N,14,High,0.964075873027307,75%+,Critical Review
21,30000,RENT,MEDICAL,B,14000,10.65,0.47,N,12,High,0.964002474631563,75%+,Critical Review
34,28800,RENT,DEBTCONSOLIDATION,F,2500,21.36,0.09,N,16,Very High,0.9639146533756716,75%+,Critical Review
22,30000,RENT,MEDICAL,E,5000,17.43,0.17,N,15,Very High,0.963898933736665,75%+,Critical Review
21,36000,RENT,MEDICAL,C,18500,10.91,0.51,N,13,High,0.9638670571663424,75%+,Critical Review
35,10800,RENT,EDUCATION,D,2500,14.84,0.23,N,13,High,0.9638349246667132,75%+,Critical Review
23,16800,RENT,MEDICAL,D,2750,16.77,0.16,Y,19,Very High,0.9637892759696798,75%+,Critical Review
28,50400,RENT,VENTURE,D,18500,16.02,0.37,N,16,Very High,0.9637048360845462,75%+,Critical Review
22,36000,RENT,EDUCATION,D,9600,17.27,0.27,Y,19,Very High,0.9636901801091872,75%+,Critical Review
22,39000,RENT,PERSONAL,D,10000,16.07,0.26,Y,20,Very High,0.9636343720029926,75%+,Critical Review
23,30000,RENT,MEDICAL,B,14000,11.26,0.47,N,12,High,0.9636224990076714,75%+,Critical Review
27,32000,RENT,DEBTCONSOLIDATION,B,15000,10.99,0.47,N,12,High,0.9636147581987112,75%+,Critical Review
23,13000,RENT,PERSONAL,D,2800,15.21,0.22,Y,18,Very High,0.9635841571967336,75%+,Critical Review
22,48000,RENT,DEBTCONSOLIDATION,E,10000,17.99,0.21,Y,19,Very High,0.9635552307783052,75%+,Critical Review
21,25000,RENT,DEBTCONSOLIDATION,D,5000,12.86,0.2,Y,19,Very High,0.9635397723370764,75%+,Critical Review
24,20000,RENT,MEDICAL,C,8000,12.41,0.4,Y,18,Very High,0.9635301056058496,75%+,Critical Review
22,50000,RENT,DEBTCONSOLIDATION,D,13350,14.59,0.27,N,15,Very High,0.9635264917816057,75%+,Critical Review
34,25200,RENT,PERSONAL,C,12000,13.48,0.48,N,11,High,0.9635172352959436,75%+,Critical Review
36,24168,RENT,MEDICAL,C,9925,13.06,0.41,N,12,High,0.9634448839082465,75%+,Critical Review
26,30000,RENT,MEDICAL,E,6000,15.45,0.2,N,15,Very High,0.9634437240517894,75%+,Critical Review
36,29000,RENT,MEDICAL,E,5000,16.45,0.17,N,15,Very High,0.9634225072914452,75%+,Critical Review
28,20000,RENT,MEDICAL,B,8000,12.42,0.4,N,11,High,0.9634214177181568,75%+,Critical Review
21,42000,RENT,EDUCATION,D,13000,15.31,0.31,N,14,High,0.9634047593788618,75%+,Critical Review
28,51000,RENT,EDUCATION,E,16000,16.32,0.31,Y,21,Very High,0.9634040085014164,75%+,Critical Review
32,27840,RENT,PERSONAL,E,6000,16.82,0.22,Y,20,Very High,0.9633950287155028,75%+,Critical Review
21,18492,RENT,EDUCATION,D,5000,12.92,0.27,Y,18,Very High,0.9633481948968684,75%+,Critical Review
23,71500,RENT,DEBTCONSOLIDATION,D,30000,15.31,0.42,N,15,Very High,0.9633287724464809,75%+,Critical Review
61,10636,RENT,PERSONAL,B,4000,12.21,0.38,N,11,High,0.9632750045826726,75%+,Critical Review
27,19498,RENT,HOMEIMPROVEMENT,A,9575,6.62,0.49,N,8,Medium,0.9632568629995067,75%+,Critical Review
23,44000,RENT,MEDICAL,D,12000,15.31,0.27,N,13,High,0.963256222928174,75%+,Critical Review
24,32500,RENT,MEDICAL,C,14000,14.17,0.43,N,14,High,0.9632318786165756,75%+,Critical Review
30,35576,RENT,EDUCATION,C,19000,13.72,0.53,N,12,High,0.9632177366254642,75%+,Critical Review
43,19440,RENT,HOMEIMPROVEMENT,B,7500,9.01,0.39,N,11,High,0.9631694110804832,75%+,Critical Review
35,54000,RENT,PERSONAL,D,20500,14.61,0.38,Y,20,Very High,0.9631652964805631,75%+,Critical Review
28,30000,RENT,MEDICAL,B,14500,11.14,0.48,N,11,High,0.9631632593022472,75%+,Critical Review
23,40574,RENT,HOMEIMPROVEMENT,D,9500,14.74,0.23,Y,17,Very High,0.9630315325539874,75%+,Critical Review
30,31000,MORTGAGE,VENTURE,D,12000,14.42,0.39,N,13,High,0.9630089605362075,75%+,Critical Review
27,51600,RENT,PERSONAL,F,10400,18.25,0.2,Y,22,Very High,0.9630040696305135,75%+,Critical Review
24,24000,RENT,PERSONAL,B,12000,10.36,0.5,N,11,High,0.962997410232687,75%+,Critical Review
25,59000,RENT,DEBTCONSOLIDATION,E,15000,16.45,0.25,N,17,Very High,0.9629563642340094,75%+,Critical Review
23,21000,RENT,DEBTCONSOLIDATION,D,3750,15.65,0.18,N,13,High,0.962935828270228,75%+,Critical Review
35,30000,RENT,MEDICAL,C,14125,12.99,0.47,Y,16,Very High,0.962932924881391,75%+,Critical Review
26,30000,RENT,DEBTCONSOLIDATION,D,6000,15.31,0.2,Y,19,Very High,0.9629306774925824,75%+,Critical Review
24,62400,RENT,DEBTCONSOLIDATION,D,20000,14.84,0.32,N,15,Very High,0.9629301823065236,75%+,Critical Review
29,14573,RENT,HOMEIMPROVEMENT,B,5000,12.18,0.34,N,11,High,0.9628707633490484,75%+,Critical Review
22,11000,RENT,HOMEIMPROVEMENT,B,3800,8.88,0.35,N,11,High,0.9628463274364316,75%+,Critical Review
25,12000,RENT,DEBTCONSOLIDATION,C,4350,12.98,0.36,Y,17,Very High,0.9627392436906548,75%+,Critical Review
35,19200,RENT,MEDICAL,E,3000,16.4,0.16,Y,19,Very High,0.9626403052661592,75%+,Critical Review
29,74000,RENT,DEBTCONSOLIDATION,D,30750,15.31,0.42,N,15,Very High,0.962631772513896,75%+,Critical Review
30,36000,RENT,DEBTCONSOLIDATION,D,8000,15.99,0.22,N,12,High,0.962619362853185,75%+,Critical Review
25,36000,RENT,PERSONAL,E,8400,18.64,0.23,Y,19,Very High,0.9626126558854856,75%+,Critical Review
26,30500,RENT,PERSONAL,D,8600,14.96,0.28,Y,18,Very High,0.9625986365316284,75%+,Critical Review
22,21000,RENT,EDUCATION,D,4750,15.31,0.23,N,14,High,0.962580354811408,75%+,Critical Review
28,34000,RENT,PERSONAL,D,10000,14.74,0.29,N,12,High,0.9625741472318584,75%+,Critical Review
